session_id,target
1,0.0025469209742506717
2,1.3770111385048907e-05
3,7.403550909802342e-07
4,8.389641783854184e-07
5,0.00017507058902736447
6,0.000532445369943201
7,0.0024105303461620323
8,0.0018465415022574357
9,0.00017769156102157073
10,0.023512179328329146
11,9.186019911028863e-05
12,1.977888691993485e-05
13,0.0006150346208912515
14,0.03316066483094058
15,0.000804687405958217
16,0.00275021130969148
17,0.020207441239860017
18,1.9440741823597918e-05
19,0.0019477912311761942
20,1.8818417819851624e-06
21,0.027118639818923543
22,4.632684817013101e-05
23,0.0002211028046357874
24,0.015081058400322664
25,0.07273981598910405
26,1.0113482049277609e-05
27,0.00020033364896556599
28,9.458862333468506e-07
29,0.018420483633149
30,0.0016348933269053178
31,0.027665324827581075
32,0.013036851380115318
33,0.0009580201729223506
34,1.5818190204034594e-05
35,0.017082924171688912
36,0.0005022483207913559
37,1.0232920655677037e-07
38,1.4694304904864112e-05
39,0.00031795584532205533
40,1.4792725755773107e-05
41,0.0014115396780387105
42,0.00876101242567713
43,7.374644772492384e-05
44,9.942623201978544e-05
45,0.1484473111163049
46,0.00022551467066377051
47,0.00046347991363965854
48,0.0005329589497903921
49,0.00020877635309761756
50,1.032257308423918e-05
51,2.6362237780758956e-07
52,8.621169049303256e-05
53,0.019391759493819063
54,0.0006661196986376748
55,0.00046706492784083005
56,0.022639188694388277
57,2.0099815532513834e-06
58,2.404078622281401e-05
59,8.67092780230784e-05
60,3.619761000493296e-06
61,1.1029487291125596e-05
62,0.0002477725842520046
63,0.00011113132614217707
64,0.0005682966082010081
65,7.58885454882328e-06
66,5.147783439896697e-06
67,0.00014992937421084447
68,0.0016754447557473819
69,0.04873030950147594
70,6.135136455955583e-05
71,0.0015219303097008675
72,0.0002560818565476087
73,0.21235343562893064
74,4.1057169530718684e-05
75,0.00018692548502192142
76,0.0021413921395588053
77,0.0016259483916631293
78,0.004621073579936436
79,0.00011826524662856361
80,1.095037706752205e-05
81,1.1585211544027941e-05
82,0.001674130066767415
83,1.972887449276089e-06
84,0.3972974722627268
85,0.00011831683519835294
86,4.369479322885181e-06
87,0.005702541082333336
88,0.001073737509526351
89,0.001790383809008447
90,0.04440092977316559
91,4.6138618389878906e-05
92,4.1176097024644836e-05
93,0.04355246211491232
94,0.0002110275331727942
95,0.10525551323522818
96,1.7182329125432582e-05
97,0.0012934765136030548
98,0.00017707125941351294
99,2.6374528321509962e-05
100,0.000138753929084995
101,6.405083368995271e-05
102,0.14225603459128772
103,0.0002561220895046162
104,0.0003528230923892669
105,0.00015972483061284655
106,7.634427017985977e-05
107,0.019754291679752293
108,0.0001477220385802366
109,8.367777838885654e-06
110,2.2348069444781763e-05
111,0.0004930504137901987
112,6.297178928239767e-07
113,0.004408183708154478
114,3.357063108982632e-06
115,5.442336420326346e-05
116,4.9292832562466636e-05
117,0.00024841608786593783
118,0.004921542835380261
119,0.001936922307600692
120,0.0010160508734657718
121,0.0001460060718338684
122,0.00024198250410837374
123,6.73019599649011e-05
124,0.00023433003936369122
125,0.002014765350290778
126,3.2208282512697434e-06
127,1.0966261848635335e-06
128,6.417600319769777e-05
129,0.003930905611336769
130,0.005416033709493087
131,0.000301779147192939
132,0.0029644973321779973
133,0.0028436412723843256
134,3.502123426029614e-05
135,2.1768549121520226e-05
136,0.0012885744425882243
137,8.439654695453316e-05
138,0.004461768332095198
139,4.775626564704463e-05
140,0.00012247791024791005
141,2.6203565210634797e-06
142,4.239137272530786e-05
143,0.0009497689027542127
144,0.00370104588957063
145,1.8506358647665328e-06
146,0.0009458702806458927
147,7.954350267905957e-05
148,0.0036094344586500592
149,0.00221200115791798
150,0.024899448586158675
151,1.740967079245113e-06
152,0.016745607437426126
153,9.229092724373776e-05
154,0.00013950241804702504
155,0.00014294218020811017
156,0.0002087134082712667
157,2.333636462831835e-05
158,0.002222975601723413
159,7.708541381200781e-05
160,3.3772182211008497e-05
161,0.0060809751231070755
162,5.8274797844271544e-05
163,0.0004314505583508838
164,0.0039691461614055675
165,7.950282197069669e-06
166,1.613051780975102e-05
167,0.010449423991562588
168,0.00221200115791798
169,0.0017652509111294188
170,0.0004677307416336233
171,0.0025188328227247953
172,0.0007204345654075495
173,0.00024414029467570216
174,0.000782351311409159
175,0.20653184481672748
176,0.004508051217060822
177,0.01223644866871844
178,9.002488459948712e-06
179,0.00013069875912705378
180,0.001046312390194344
181,4.4451421937380656e-05
182,0.0018426003367332296
183,2.6750855091814718e-05
184,0.00011110862355865249
185,0.0001609503063636645
186,0.000778771613859965
187,6.297357393545999e-06
188,2.484975669334546e-05
189,0.003134992419332583
190,0.0003217939087725799
191,0.00011122764475982989
192,4.264940135236012e-05
193,0.005971589604436357
194,0.0011249939016839843
195,0.0004689473724198476
196,1.3658770686105002e-05
197,0.0009184725893299335
198,0.002720066803298688
199,0.009310041162850674
200,0.00012019100842121329
201,0.00017487757906128266
202,0.018019731585666696
