session_id,target
1,8.742432097279968e-05
2,2.8742958033680824e-08
3,4.4037810628604513e-07
4,2.920673071111395e-06
5,0.00012206442677799153
6,3.305671637649479e-05
7,0.004187728092212617
8,0.0005568596091094285
9,2.0466238006297112e-05
10,0.0013877137868411023
11,0.00022006248236071705
12,2.7042341415721195e-05
13,2.5392592323839608e-05
14,0.019125917589878492
15,0.0016876890369372463
16,0.0002148750872750726
17,0.0011529849280257922
18,2.6291967300085e-05
19,0.0017731756889477353
20,6.462268144988763e-07
21,0.028543788960908444
22,2.4393919724897713e-07
23,0.0014962055290610374
24,0.0002833690663448808
25,0.010108679353425923
26,3.510455702030434e-05
27,0.00011020370757583907
28,2.792324389401454e-07
29,0.016863957691102518
30,0.0003895151130653429
31,0.017408162801699968
32,0.03737625566450509
33,3.069943398500605e-05
34,5.49612793161485e-06
35,0.014382182410102237
36,0.00015898317801861658
37,5.746526619291254e-08
38,3.6027267580920006e-07
39,0.00036754213973200667
40,1.3378618360629695e-06
41,0.006361422690362686
42,0.00025294338560740874
43,0.00016041688637168965
44,1.6664388933036824e-05
45,0.12036993823241651
46,9.626935000288293e-05
47,0.00022683454190718967
48,1.3077756599997743e-05
49,0.0005724432134379661
50,1.231578585076493e-05
51,2.2673904632264839e-07
52,8.993567415880162e-05
53,0.007962273889733482
54,0.0005998810761634342
55,0.0009794163374992335
56,0.0005024639364146636
57,9.679609092433365e-07
58,6.809922439192206e-06
59,4.324449157689955e-07
60,1.8098479573276992e-07
61,1.5617532279872545e-05
62,0.00025621809765424434
63,2.8861875371483625e-06
64,0.002224002468358553
65,1.8578435855837087e-06
66,2.276155378300843e-06
67,0.0002438462230330253
68,0.0013670455923542844
69,0.06246295432621339
70,9.006722005432873e-06
71,0.0010187391883477233
72,8.052017161957368e-05
73,0.0022329292232557323
74,1.3508451227239153e-06
75,0.00010827167572926845
76,0.0007252647615240739
77,0.0026146644167341204
78,0.003341168709354362
79,5.733628019392054e-05
80,5.6980484986145985e-06
81,1.949611902440619e-05
82,6.237555908267895e-05
83,8.396709493817357e-08
84,0.7407053246216417
85,8.252882828870827e-05
86,8.36792545427213e-07
87,0.006730297596042963
88,0.0006752935319682562
89,0.0012037577687703956
90,0.06651720295820131
91,2.230674909778184e-05
92,3.169265021780681e-07
93,0.027061914754412456
94,1.2839321929944508e-05
95,0.0005389434782123206
96,1.4790505737814062e-07
97,0.002716473483818839
98,1.684236355766977e-05
99,3.1772370509760075e-06
100,0.0005603171383642303
101,0.00010494366762190145
102,0.0016042394063546443
103,6.835065967595047e-05
104,0.00022953486828526212
105,0.0002977652176743619
106,6.931922227976895e-05
107,8.130670248186475e-05
108,5.8535198822772605e-05
109,1.6873118055060457e-05
110,2.5378966647308417e-06
111,0.0005076349456833201
112,2.1439324810946766e-07
113,0.00025303146792808107
114,9.860364109688303e-06
115,1.015296894561517e-05
116,7.765911783449137e-07
117,0.00033888903296370055
118,0.004547325745061627
119,3.099865242124631e-08
120,0.0020511490423635185
121,2.0807535270786493e-06
122,6.873597850040905e-06
123,2.348879300182593e-05
124,5.488279094535493e-05
125,0.0050341799417261395
126,2.5718161208111823e-07
127,9.421692275538483e-07
128,0.0001007270767410811
129,0.009132642322062545
130,0.006777581032312266
131,0.0011771468497734003
132,0.0022082435493676117
133,0.0038991890530294003
134,0.00010889135307722963
135,3.490763342302814e-06
136,0.0019015841132565348
137,2.3421765765193275e-05
138,0.003759642033701524
139,3.2151417960453962e-06
140,3.076737832623009e-05
141,2.311512515162842e-08
142,7.682863685103579e-05
143,0.00012109059569285731
144,0.004377862777083304
145,1.0061402146501896e-07
146,0.0006791244114841535
147,3.272261103187629e-05
148,0.003879213815058752
149,0.0013479622051467983
150,0.01804535580394311
151,1.3392932616978563e-06
152,0.033265742128344974
153,0.00012099355849103194
154,0.0003789346641319975
155,0.00041646139233214043
156,7.074054873892316e-06
157,4.6228736823496224e-05
158,0.0014169885631035242
159,4.23642402901626e-05
160,7.532613029887322e-06
161,0.004088039885888874
162,6.0900077942045514e-05
163,0.0006861835258920544
164,0.001590340083528614
165,2.0850055012241766e-05
166,2.272025967361238e-05
167,0.008577806910971863
168,0.0014141461380094056
169,0.006803232320296923
170,0.0011666655150733161
171,0.003186323855617582
172,0.00010953191197171842
173,0.0005581237772399248
174,0.0004233978535133305
175,0.3756463456558592
176,0.006459344051566156
177,0.01637860741797201
178,1.1550893959697647e-05
179,0.0001429018535085982
180,0.0022878345940930828
181,5.644068550904601e-05
182,0.0010865994964186102
183,2.90948930370685e-05
184,5.3811968775216166e-05
185,0.0004319141938071609
186,0.00017033572922428263
187,3.555677667542891e-06
188,2.467517170801178e-07
189,0.010428695024000791
190,0.00042265778131290094
191,5.2757067975716225e-05
192,5.987231881313424e-05
193,0.0033924566155392705
194,0.0003527118504389756
