match_id_hash,radiant_win_prob
30cc2d778dca82f2edb568ce9b585caa,0.47399110094509556
70e5ba30f367cea48793b9003fab9d38,0.9884869043830239
4d9ef74d3a2025d79e9423105fd73d41,0.973635304589013
2bb79e0c1eaac1608e5a09c8e0c6a555,0.7663174112880308
bec17f099b01d67edc82dfb5ce735a43,0.42347368706357835
038acbb47d9eb54c11962d07cce8d829,0.10919212555790095
b891f03bb2a86d78b84043437fc95e04,0.9583160252927572
ff898afdb5bb5c7163bde45a009503f7,0.04956432684219242
72e6b1c31c718c0806f9aaeb8b7290a9,0.5714758970672613
abd97ab60ceca3ae6f00a28baea8a43c,0.5382695342966113
d46d5407bd08b42245e1bf2de86da403,0.08761648211744098
a176147b06a337304ab179cd3b432015,0.3755558519355441
f4e59a3443f4d1e55b8639651dca3a4d,0.018738277697176342
2b8263ce33e0320e9d8b2775f65c3eef,0.5377135416034682
2d0803ecc11a376020a41da9aa255e23,0.990118036450431
4e043d36d488c88b73afec997ea4fb76,0.9742951067487773
30f5b5e14622068c186b6f4e937bd6b9,0.6722855884270118
44ef19f09cec7868270e5e62aba4a3ff,0.787057308537384
47b462bb8974dbe082357e8b1ddececd,0.4196984951917734
41e32d96134ca0a52c1a1be7faefd752,0.5008453000869733
a25a6fc067bc963af369f45d655db098,0.7392968123401917
f9bf94520433bc98d287e01ae84090eb,0.8610300924425933
3c83af081c79a7bcce2f47c038ccb360,0.5957310137000185
e6955d1c0b810cc5dc9197cc7d404831,0.3990498123239326
f53297cb268acd155dc0ba92765067d3,0.31886455669489133
021cefc286d907c7b8ad4156f06067f2,0.45499764437110696
6b8377392b416087a5486b667159e942,0.06863092026041033
17d1e4a72ebca9d7e5bb04595219d7f4,0.5263770953677858
d020af84fd2a439bc9019dc681bc2325,0.0740994873926936
525559396be62ae36be7fa72246b9ffa,0.31703091992653476
39b35584d8fcca44bbb35b0d9ffaa8a3,0.308706576397226
5d8b85ca1307b58f511f8794b22229c0,0.4926416093776492
3224dbf29a3f7a75b5a5c37dcab6b8f8,0.3038015019250752
0cd98aadfef4ca31d2b352124757cc16,0.982698564603143
0e395c12a6af074b1cf20abca3662327,0.6422568967326813
05fa1a5bf98ada8025535261b3fcdc6f,0.755219070421618
7d52952f47f56913ab634914f3904143,0.6518444177903838
3a559937038a24655a3add1da523c998,0.9879912160363128
a8531ace02ae32c1594ba5688ac535f4,0.8765365262645404
1d55f15af571223402e59daa58ef8267,0.12340499706682684
ee290a51ad00351c9db6e1cbad3fe7e1,0.26294884784758754
8ec5c5e629b71a73e213dc216a931c36,0.9516696029090049
c28f4b3a278a0dee272e1e887c677e76,0.8764749122035786
9bf0626a279d053668fa8659c5ec6a0f,0.30378012837451707
82649fc7c67eee0badd74c3a92486050,0.3669368097486291
462140e734deb14ac27a2ffd6107968d,0.5387419525313166
a6ea4996c5e6d25d12e2d230e09802e0,0.7626331997508562
0ff573184e4c5c719bb3d63336bf4a19,0.2939207585418407
8f7f06608f179231a81365b92355655d,0.616355583213655
829b44e368af73ca3fd4c87e8b217814,0.5094386041480922
e1834129bfe64831575572d2dfb9289b,0.5415505862812398
f3c661070c79ef6a88852dbb6a54ad22,0.8328595617290422
bd7809aeeb5900478b8a06a7bedfae29,0.3783863151939478
766d15ad4a340bff48ff37f5d173844d,0.5029884148192585
15f619b1a28186c4164b0c206d931bbe,0.5221683693913743
a73b39d09b3e5eaae81873e71cd467b7,0.734648033606462
39d0ba15f7a177c1a77cf9d2fbc3ae83,0.6191032440290374
60353ee1ce84365ffee170457063f12d,0.9915585667173815
41d5c8eaa020b58cc2a6398539b28eda,0.6548950245781104
f05fcbd307f44f4ab1140eca9d1ba8d6,0.7760719845752331
33ce8c7dafa35d022a8e431895a4e969,0.4083227361211968
8009066aac44afe3c8aff74c6b41b75e,0.46445426149299324
495eb2eeb331fc066cc33e28b8d937ef,0.003915447480171698
6e93839278a01c8a18b6bc37a6a4304f,0.6868391246424067
f6ec14644b6efe664531b1a775454bea,0.496839465611307
4dad0ce7aa3a691f2ced03c444874b71,0.8639452505010526
4df5976fc62308f97f8eba3de32f4447,0.3134397984588422
ce1447113933873d4e60ef986ab5e0a7,0.671459904546543
3f2e0f2a6608c910a2d69217209dc73e,0.7010086103415241
edf2020b7d9c4d57749c7f3eb4d976e2,0.018608266564237547
9933efa7dc6aebbd599e5663696ed314,0.558690689592184
f03ce7a080562784208d03920f8ed9a8,0.2771780001718812
9bc9c1115610c3cd052c9fb1e32cd6a3,0.36822082990524496
fca6f4a09a6e8ffe0e7b3726b2458ec5,0.7357087827947402
e727c947fd12638260bf60fa0bd58ac4,0.629049002349152
